facility,category,temperature,gas_ppm,noise_db,radiation,heart_rate,fatigue,hour
API Synthesis Reactor,Pharmaceutical,18.2,0.0,64.1,0.0783,81.3,13.9,8.7
API Synthesis Reactor,Pharmaceutical,18.0,0.0,66.7,0.0674,89.5,14.3,8.77
API Synthesis Reactor,Pharmaceutical,18.0,0.0,69.8,0.064,80.2,17.7,8.85
API Synthesis Reactor,Pharmaceutical,18.0,0.0,67.2,0.0599,83.9,15.3,8.93
API Synthesis Reactor,Pharmaceutical,18.0,0.0,67.9,0.0619,84.5,18.9,9.0
API Synthesis Reactor,Pharmaceutical,18.0,0.0,64.0,0.0646,85.9,14.7,9.07
API Synthesis Reactor,Pharmaceutical,18.0,0.0,69.9,0.0736,86.9,14.3,9.15
API Synthesis Reactor,Pharmaceutical,18.0,0.0,69.1,0.0606,82.2,11.3,9.23
API Synthesis Reactor,Pharmaceutical,18.0,0.0,68.2,0.0654,85.6,14.8,9.3
API Synthesis Reactor,Pharmaceutical,18.0,0.0,67.0,0.0517,84.4,14.6,9.38
API Synthesis Reactor,Pharmaceutical,19.0,0.0,68.4,0.0672,83.6,14.9,9.45
API Synthesis Reactor,Pharmaceutical,20.6,0.0,65.4,0.0684,84.8,18.5,9.52
API Synthesis Reactor,Pharmaceutical,18.3,0.0,67.4,0.066,85.3,18.4,9.6
API Synthesis Reactor,Pharmaceutical,18.8,0.0,68.5,0.0685,82.6,16.9,9.68
API Synthesis Reactor,Pharmaceutical,21.8,0.0,69.1,0.0599,84.7,15.2,9.75
API Synthesis Reactor,Pharmaceutical,21.9,0.0,68.9,0.0683,85.8,19.6,9.82
API Synthesis Reactor,Pharmaceutical,24.8,0.0,67.1,0.0733,85.7,17.8,9.9
API Synthesis Reactor,Pharmaceutical,25.2,0.0,67.8,0.0736,82.4,20.3,9.98
API Synthesis Reactor,Pharmaceutical,25.6,0.0,68.4,0.0643,82.5,17.0,10.05
API Synthesis Reactor,Pharmaceutical,25.5,7.4,66.5,0.0695,83.7,19.5,10.12
API Synthesis Reactor,Pharmaceutical,27.5,12.0,67.1,0.0695,82.1,16.5,10.2
API Synthesis Reactor,Pharmaceutical,28.1,13.0,65.2,0.0686,85.4,19.7,10.27
API Synthesis Reactor,Pharmaceutical,28.7,19.2,69.1,0.0641,83.0,22.0,10.35
API Synthesis Reactor,Pharmaceutical,30.5,27.0,68.5,0.0632,85.6,16.3,10.43
API Synthesis Reactor,Pharmaceutical,31.0,22.8,69.5,0.0716,83.2,16.9,10.5
API Synthesis Reactor,Pharmaceutical,33.4,36.9,68.2,0.075,85.4,15.8,10.57
API Synthesis Reactor,Pharmaceutical,35.1,36.0,70.1,0.0676,85.3,21.1,10.65
API Synthesis Reactor,Pharmaceutical,35.8,38.2,67.6,0.0673,88.5,20.5,10.73
API Synthesis Reactor,Pharmaceutical,37.9,46.8,71.1,0.0782,86.3,21.4,10.8
API Synthesis Reactor,Pharmaceutical,39.6,50.6,69.1,0.0684,89.2,20.3,10.88
API Synthesis Reactor,Pharmaceutical,42.5,52.3,69.4,0.0734,85.9,22.2,10.95
API Synthesis Reactor,Pharmaceutical,41.7,60.1,65.7,0.0698,83.6,23.7,11.02
API Synthesis Reactor,Pharmaceutical,45.0,63.0,69.7,0.072,83.0,22.2,11.1
API Synthesis Reactor,Pharmaceutical,47.2,74.6,68.9,0.0754,85.6,22.1,11.18
API Synthesis Reactor,Pharmaceutical,49.0,70.3,69.8,0.0677,85.2,20.9,11.25
API Synthesis Reactor,Pharmaceutical,49.7,82.1,68.3,0.0642,86.0,21.9,11.32
API Synthesis Reactor,Pharmaceutical,52.1,80.7,70.0,0.0679,85.8,24.3,11.4
API Synthesis Reactor,Pharmaceutical,53.0,88.1,70.6,0.0717,85.5,18.5,11.48
API Synthesis Reactor,Pharmaceutical,55.0,90.9,70.8,0.0745,87.8,27.4,11.55
API Synthesis Reactor,Pharmaceutical,58.5,98.1,70.5,0.0783,88.4,23.9,11.62
API Synthesis Reactor,Pharmaceutical,61.8,96.9,70.1,0.0673,89.4,24.0,11.7
API Synthesis Reactor,Pharmaceutical,61.8,97.7,72.0,0.0695,85.2,26.0,11.77
API Synthesis Reactor,Pharmaceutical,63.3,99.8,70.6,0.0671,80.2,23.3,11.85
API Synthesis Reactor,Pharmaceutical,66.8,104.0,70.3,0.0721,87.5,22.3,11.93
Solvent Recovery Unit,Pharmaceutical,68.9,280.0,72.8,0.0514,96.6,10.4,0.0
Solvent Recovery Unit,Pharmaceutical,72.1,280.0,69.9,0.0465,100.0,12.2,0.08
Solvent Recovery Unit,Pharmaceutical,73.8,280.0,71.7,0.0458,98.3,11.8,0.15
Solvent Recovery Unit,Pharmaceutical,75.1,280.0,75.3,0.0563,96.3,12.6,0.22
Solvent Recovery Unit,Pharmaceutical,78.1,280.0,71.7,0.045,98.3,9.6,0.3
Solvent Recovery Unit,Pharmaceutical,83.9,280.0,77.2,0.0505,98.1,12.2,0.38
Solvent Recovery Unit,Pharmaceutical,86.0,280.0,72.4,0.0537,94.1,16.2,0.45
Solvent Recovery Unit,Pharmaceutical,87.1,280.0,73.8,0.056,98.2,10.6,0.52
Solvent Recovery Unit,Pharmaceutical,89.8,280.0,74.5,0.0487,93.7,13.3,0.6
Solvent Recovery Unit,Pharmaceutical,92.0,280.0,76.0,0.0618,99.1,13.6,0.68
Solvent Recovery Unit,Pharmaceutical,92.0,280.0,77.1,0.0505,96.6,12.9,0.75
Solvent Recovery Unit,Pharmaceutical,92.0,280.0,72.8,0.0644,93.4,9.6,0.83
Solvent Recovery Unit,Pharmaceutical,92.0,280.0,76.6,0.0543,97.0,8.0,0.9
Solvent Recovery Unit,Pharmaceutical,92.0,280.0,73.2,0.0579,94.7,11.8,0.98
Solvent Recovery Unit,Pharmaceutical,92.0,280.0,75.1,0.0563,94.3,15.4,1.05
Solvent Recovery Unit,Pharmaceutical,92.0,280.0,76.5,0.0512,94.7,10.5,1.12
Solvent Recovery Unit,Pharmaceutical,92.0,280.0,74.6,0.0579,98.7,17.0,1.2
Solvent Recovery Unit,Pharmaceutical,92.0,280.0,75.6,0.0579,97.6,10.0,1.27
Solvent Recovery Unit,Pharmaceutical,92.0,276.7,73.5,0.0549,97.5,8.7,1.35
Solvent Recovery Unit,Pharmaceutical,92.0,255.3,75.0,0.0548,97.5,13.4,1.42
Solvent Recovery Unit,Pharmaceutical,92.0,243.2,78.2,0.0581,96.9,11.3,1.5
Solvent Recovery Unit,Pharmaceutical,92.0,221.2,76.0,0.0579,98.5,12.6,1.58
Solvent Recovery Unit,Pharmaceutical,92.0,197.3,76.9,0.0508,97.1,11.2,1.65
Solvent Recovery Unit,Pharmaceutical,92.0,176.6,76.1,0.0541,95.7,8.7,1.72
Solvent Recovery Unit,Pharmaceutical,92.0,157.8,76.3,0.0657,97.0,14.4,1.8
Solvent Recovery Unit,Pharmaceutical,92.0,130.2,79.3,0.0628,97.9,10.7,1.88
Solvent Recovery Unit,Pharmaceutical,92.0,119.6,72.0,0.065,95.0,7.3,1.95
Solvent Recovery Unit,Pharmaceutical,92.0,91.8,78.9,0.0588,96.5,7.9,2.03
Solvent Recovery Unit,Pharmaceutical,92.0,74.6,77.7,0.0578,99.4,12.0,2.1
Solvent Recovery Unit,Pharmaceutical,92.0,53.7,78.5,0.0699,98.2,11.8,2.17
Solvent Recovery Unit,Pharmaceutical,92.0,34.5,80.7,0.0506,98.2,10.5,2.25
Solvent Recovery Unit,Pharmaceutical,92.0,14.9,78.2,0.0667,97.2,11.6,2.33
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,76.7,0.0573,96.2,8.1,2.4
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,79.7,0.0598,97.9,10.9,2.47
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,78.6,0.0572,101.6,13.0,2.55
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,77.3,0.0561,100.7,10.9,2.62
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,75.7,0.0667,98.1,12.2,2.7
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,76.1,0.0709,99.2,9.9,2.78
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,79.1,0.0598,96.0,10.8,2.85
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,75.1,0.072,96.8,13.5,2.92
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,77.7,0.0684,96.4,9.8,3.0
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,78.6,0.0631,97.7,13.0,3.07
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,74.8,0.062,100.8,12.8,3.15
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,77.2,0.0613,97.0,7.1,3.22
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,74.4,0.0586,98.9,8.5,3.3
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,75.0,0.0659,96.0,11.3,3.38
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,77.6,0.0663,97.0,13.0,3.45
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,76.5,0.055,96.6,11.4,3.53
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,77.4,0.07,95.4,10.9,3.6
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,77.8,0.0582,97.9,10.5,3.68
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,76.6,0.0606,97.4,12.2,3.75
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,78.8,0.0579,97.0,12.8,3.82
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,77.0,0.0585,96.6,12.0,3.9
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,76.7,0.0519,98.1,15.2,3.97
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,77.3,0.0559,95.3,16.7,4.05
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,79.5,0.0743,93.6,13.0,4.12
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,75.7,0.0568,95.8,15.2,4.2
Solvent Recovery Unit,Pharmaceutical,92.0,0.0,78.3,0.0577,99.2,16.2,4.28
Solvent Recovery Unit,Pharmaceutical,92.0,18.8,75.6,0.0523,96.9,16.4,4.35
Solvent Recovery Unit,Pharmaceutical,92.0,36.6,78.2,0.0567,96.6,18.7,4.43
Solvent Recovery Unit,Pharmaceutical,92.0,54.3,73.3,0.0563,93.5,19.8,4.5
Solvent Recovery Unit,Pharmaceutical,92.0,73.0,75.3,0.0567,98.0,15.4,4.57
Solvent Recovery Unit,Pharmaceutical,92.0,94.1,77.5,0.0563,94.8,15.9,4.65
Solvent Recovery Unit,Pharmaceutical,92.0,120.7,77.6,0.056,96.8,17.3,4.72
Solvent Recovery Unit,Pharmaceutical,92.0,138.7,73.7,0.0692,97.8,18.1,4.8
Solvent Recovery Unit,Pharmaceutical,92.0,158.1,76.7,0.0549,92.7,17.8,4.88
Solvent Recovery Unit,Pharmaceutical,92.0,181.6,75.6,0.0548,95.4,16.6,4.95
Solvent Recovery Unit,Pharmaceutical,92.0,203.8,75.8,0.0529,98.8,18.5,5.03
Solvent Recovery Unit,Pharmaceutical,92.0,220.4,74.5,0.0619,96.8,16.6,5.1
Solvent Recovery Unit,Pharmaceutical,92.0,239.5,74.3,0.0563,97.8,17.2,5.18
Solvent Recovery Unit,Pharmaceutical,90.9,262.9,73.4,0.0512,95.2,19.1,5.25
Solvent Recovery Unit,Pharmaceutical,92.0,280.0,73.5,0.0501,98.7,19.9,5.32
Solvent Recovery Unit,Pharmaceutical,86.5,280.0,73.8,0.0651,95.6,19.3,5.4
Solvent Recovery Unit,Pharmaceutical,85.1,280.0,73.8,0.0491,97.7,17.8,5.47
Solvent Recovery Unit,Pharmaceutical,84.0,280.0,71.0,0.0513,97.2,21.5,5.55
Solvent Recovery Unit,Pharmaceutical,80.9,280.0,75.8,0.0507,94.3,20.9,5.62
Solvent Recovery Unit,Pharmaceutical,75.1,280.0,73.0,0.0523,93.8,22.3,5.7
Solvent Recovery Unit,Pharmaceutical,73.0,280.0,74.4,0.0541,97.8,21.1,5.78
Solvent Recovery Unit,Pharmaceutical,71.6,280.0,73.5,0.0505,97.2,22.4,5.85
Solvent Recovery Unit,Pharmaceutical,67.8,280.0,74.6,0.0468,97.5,19.9,5.93
Solvent Recovery Unit,Pharmaceutical,67.3,280.0,73.5,0.0408,95.6,19.2,6.0
Solvent Recovery Unit,Pharmaceutical,62.6,280.0,73.1,0.0411,98.6,19.7,6.07
Solvent Recovery Unit,Pharmaceutical,59.2,280.0,72.2,0.0534,95.5,21.0,6.15
Solvent Recovery Unit,Pharmaceutical,55.6,280.0,73.0,0.0542,93.8,20.5,6.23
Solvent Recovery Unit,Pharmaceutical,54.5,280.0,73.9,0.0489,99.4,22.3,6.3
Solvent Recovery Unit,Pharmaceutical,53.8,280.0,72.4,0.0523,95.5,25.8,6.38
Solvent Recovery Unit,Pharmaceutical,49.4,280.0,72.1,0.048,96.9,24.6,6.45
Solvent Recovery Unit,Pharmaceutical,48.1,280.0,70.5,0.0497,94.7,24.7,6.52
Solvent Recovery Unit,Pharmaceutical,43.1,280.0,71.1,0.0527,93.6,21.0,6.6
Solvent Recovery Unit,Pharmaceutical,38.4,280.0,72.4,0.0478,95.4,20.5,6.68
Solvent Recovery Unit,Pharmaceutical,37.3,280.0,74.4,0.0418,96.4,21.5,6.75
Solvent Recovery Unit,Pharmaceutical,36.2,280.0,70.3,0.0484,95.8,27.9,6.82
Solvent Recovery Unit,Pharmaceutical,33.2,280.0,70.4,0.0482,94.2,20.5,6.9
Solvent Recovery Unit,Pharmaceutical,32.0,280.0,70.4,0.0501,93.7,25.4,6.98
Solvent Recovery Unit,Pharmaceutical,28.7,280.0,68.6,0.043,93.8,23.9,7.05
Solvent Recovery Unit,Pharmaceutical,23.2,280.0,68.8,0.0399,97.0,26.0,7.12
Solvent Recovery Unit,Pharmaceutical,24.7,280.0,67.0,0.0549,88.5,21.1,7.2
Solvent Recovery Unit,Pharmaceutical,19.8,280.0,70.9,0.0409,91.3,26.6,7.27
Solvent Recovery Unit,Pharmaceutical,21.9,266.4,69.0,0.0482,93.8,22.5,7.35
Solvent Recovery Unit,Pharmaceutical,18.0,251.1,68.2,0.0535,94.0,24.0,7.43
Solvent Recovery Unit,Pharmaceutical,18.0,225.1,69.8,0.0349,94.5,23.3,7.5
Solvent Recovery Unit,Pharmaceutical,18.0,213.2,68.5,0.0424,94.9,23.6,7.57
Solvent Recovery Unit,Pharmaceutical,18.0,188.3,67.7,0.0417,95.6,23.3,7.65
Solvent Recovery Unit,Pharmaceutical,18.0,169.7,70.5,0.0364,91.9,24.3,7.73
Solvent Recovery Unit,Pharmaceutical,18.0,143.0,65.1,0.0488,94.5,24.0,7.8
Solvent Recovery Unit,Pharmaceutical,18.0,123.9,71.3,0.0511,94.9,22.8,7.88
Solvent Recovery Unit,Pharmaceutical,18.0,104.7,69.1,0.0449,91.0,22.7,7.95
Solvent Recovery Unit,Pharmaceutical,18.0,80.2,66.8,0.0436,97.0,25.1,8.02
Solvent Recovery Unit,Pharmaceutical,18.0,60.9,67.4,0.0481,94.4,21.7,8.1
Solvent Recovery Unit,Pharmaceutical,18.0,41.4,69.6,0.0395,94.6,18.8,8.18
Solvent Recovery Unit,Pharmaceutical,18.0,24.2,65.8,0.037,91.9,22.3,8.25
Solvent Recovery Unit,Pharmaceutical,18.0,3.9,68.3,0.045,92.6,26.1,8.32
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,67.6,0.0288,96.4,22.5,8.4
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,69.5,0.054,97.0,22.3,8.48
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,69.5,0.0405,94.4,22.2,8.55
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,67.6,0.0372,92.1,19.6,8.62
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,68.2,0.0479,92.2,25.5,8.7
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,69.5,0.0369,93.3,20.7,8.77
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,66.7,0.0388,95.6,20.0,8.85
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,66.3,0.0491,94.3,21.8,8.93
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,66.7,0.0418,96.9,23.9,9.0
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,69.8,0.0414,95.1,19.5,9.07
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,68.6,0.0433,94.4,23.0,9.15
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,65.7,0.0334,100.3,24.7,9.23
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,67.1,0.0501,94.8,23.6,9.3
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,68.0,0.0375,96.8,24.5,9.38
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,63.7,0.0456,93.8,23.9,9.45
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,69.8,0.052,93.5,22.8,9.52
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,69.1,0.045,95.2,24.1,9.6
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,68.0,0.0469,93.7,25.3,9.68
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,67.8,0.0405,92.0,22.2,9.75
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,67.2,0.0488,95.2,24.5,9.82
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,69.8,0.0556,93.5,26.2,9.9
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,68.7,0.0517,92.3,26.5,9.98
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,70.3,0.0457,91.1,24.1,10.05
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,68.8,0.0407,95.9,24.4,10.12
Solvent Recovery Unit,Pharmaceutical,18.0,0.0,69.5,0.0493,94.5,24.3,10.2
Solvent Recovery Unit,Pharmaceutical,18.0,3.8,69.4,0.0536,95.8,29.8,10.27
Solvent Recovery Unit,Pharmaceutical,18.0,22.0,69.8,0.0487,93.9,28.0,10.35
Solvent Recovery Unit,Pharmaceutical,18.0,44.1,69.4,0.0569,91.3,25.6,10.43
Solvent Recovery Unit,Pharmaceutical,18.0,65.9,67.9,0.0439,94.9,26.6,10.5
Solvent Recovery Unit,Pharmaceutical,18.4,89.5,72.6,0.0418,94.0,26.7,10.57
Solvent Recovery Unit,Pharmaceutical,24.8,102.9,70.1,0.0453,96.2,25.6,10.65
Solvent Recovery Unit,Pharmaceutical,23.7,125.9,68.1,0.0495,95.8,24.0,10.73
Solvent Recovery Unit,Pharmaceutical,26.9,148.8,68.6,0.0541,96.1,26.1,10.8
Solvent Recovery Unit,Pharmaceutical,30.2,168.0,72.1,0.0474,94.8,27.1,10.88
Solvent Recovery Unit,Pharmaceutical,30.5,186.2,69.9,0.0549,95.8,27.9,10.95
Solvent Recovery Unit,Pharmaceutical,35.7,208.0,68.2,0.0488,93.7,28.3,11.02
Solvent Recovery Unit,Pharmaceutical,35.5,234.4,69.5,0.0412,95.5,30.1,11.1
Solvent Recovery Unit,Pharmaceutical,40.8,255.6,69.2,0.0519,96.7,30.6,11.18
Solvent Recovery Unit,Pharmaceutical,42.3,264.6,69.4,0.0436,95.6,31.3,11.25
Solvent Recovery Unit,Pharmaceutical,43.8,280.0,70.6,0.0522,97.8,31.0,11.32
Solvent Recovery Unit,Pharmaceutical,47.6,280.0,72.5,0.0568,99.8,31.3,11.4
Solvent Recovery Unit,Pharmaceutical,51.6,280.0,71.5,0.0489,96.4,31.6,11.48
Solvent Recovery Unit,Pharmaceutical,54.1,280.0,68.5,0.0482,96.5,32.5,11.55
Solvent Recovery Unit,Pharmaceutical,56.1,280.0,71.1,0.0523,94.9,28.4,11.62
Solvent Recovery Unit,Pharmaceutical,57.3,280.0,70.9,0.0497,96.4,30.0,11.7
Solvent Recovery Unit,Pharmaceutical,59.4,280.0,69.8,0.0506,98.0,32.8,11.77
Solvent Recovery Unit,Pharmaceutical,65.2,280.0,71.6,0.0562,96.9,33.4,11.85
Solvent Recovery Unit,Pharmaceutical,67.1,280.0,68.5,0.0481,95.9,30.3,11.93
Tablet Coating Room,Pharmaceutical,39.1,27.8,70.7,0.028,70.1,8.4,0.0
Tablet Coating Room,Pharmaceutical,38.6,23.8,71.2,0.0268,70.6,11.3,0.08
Tablet Coating Room,Pharmaceutical,36.1,21.2,72.6,0.0319,68.0,10.1,0.15
Tablet Coating Room,Pharmaceutical,38.6,26.4,69.9,0.0286,67.9,10.7,0.22
Tablet Coating Room,Pharmaceutical,41.7,22.4,70.2,0.0423,74.8,16.2,0.3
Tablet Coating Room,Pharmaceutical,39.7,23.1,70.3,0.038,70.4,7.0,0.38
Tablet Coating Room,Pharmaceutical,39.3,22.0,74.2,0.0341,74.9,7.7,0.45
Tablet Coating Room,Pharmaceutical,40.9,26.6,73.2,0.0269,71.2,9.8,0.52
Tablet Coating Room,Pharmaceutical,38.4,27.3,74.8,0.0245,72.4,10.5,0.6
Tablet Coating Room,Pharmaceutical,42.5,20.1,70.2,0.0344,70.9,7.0,0.68
Tablet Coating Room,Pharmaceutical,42.8,25.8,70.3,0.0354,71.9,13.0,0.75
Tablet Coating Room,Pharmaceutical,44.1,24.4,73.2,0.0306,68.1,12.3,0.83
Tablet Coating Room,Pharmaceutical,43.7,22.5,70.9,0.0381,70.9,9.9,0.9
Tablet Coating Room,Pharmaceutical,45.2,26.0,71.9,0.0367,72.4,14.0,0.98
Tablet Coating Room,Pharmaceutical,45.3,20.5,75.8,0.0202,71.3,7.6,1.05
Tablet Coating Room,Pharmaceutical,43.2,17.3,76.0,0.0308,72.6,11.9,1.12
Tablet Coating Room,Pharmaceutical,44.7,19.3,74.2,0.0374,71.0,12.2,1.2
Tablet Coating Room,Pharmaceutical,46.1,20.2,74.6,0.0308,76.2,11.9,1.27
Tablet Coating Room,Pharmaceutical,46.1,21.0,74.8,0.0334,74.5,13.3,1.35
Tablet Coating Room,Pharmaceutical,45.6,17.4,74.7,0.0355,73.6,12.2,1.42
Tablet Coating Room,Pharmaceutical,46.2,15.1,75.2,0.0332,72.3,11.5,1.5
Tablet Coating Room,Pharmaceutical,46.3,21.2,75.5,0.0312,72.0,10.7,1.58
Tablet Coating Room,Pharmaceutical,46.3,19.3,77.1,0.0197,73.3,12.6,1.65
Tablet Coating Room,Pharmaceutical,47.0,10.8,75.1,0.0305,71.3,7.7,1.72
Tablet Coating Room,Pharmaceutical,49.3,18.7,74.0,0.0312,74.7,7.0,1.8
Tablet Coating Room,Pharmaceutical,48.8,14.3,76.6,0.038,71.2,8.3,1.88
Tablet Coating Room,Pharmaceutical,47.1,19.5,78.5,0.0347,71.9,10.4,1.95
Tablet Coating Room,Pharmaceutical,48.7,12.7,73.0,0.0367,70.7,8.2,2.03
Tablet Coating Room,Pharmaceutical,46.8,12.4,74.5,0.039,70.1,10.3,2.1
Tablet Coating Room,Pharmaceutical,49.7,11.3,76.4,0.0344,70.9,13.3,2.17
Tablet Coating Room,Pharmaceutical,47.9,11.6,74.9,0.029,71.9,8.5,2.25
Tablet Coating Room,Pharmaceutical,49.8,10.9,73.0,0.0266,71.4,9.1,2.33
Tablet Coating Room,Pharmaceutical,49.9,7.2,74.0,0.0458,76.1,5.0,2.4
Tablet Coating Room,Pharmaceutical,48.4,10.1,75.9,0.0401,73.4,6.2,2.47
Tablet Coating Room,Pharmaceutical,51.2,10.3,76.9,0.0288,69.6,8.0,2.55
Tablet Coating Room,Pharmaceutical,48.7,7.5,74.9,0.0278,73.1,5.0,2.62
Tablet Coating Room,Pharmaceutical,49.9,3.5,77.2,0.0443,72.3,5.2,2.7
Tablet Coating Room,Pharmaceutical,48.6,12.7,75.0,0.0376,76.6,9.6,2.78
Tablet Coating Room,Pharmaceutical,48.9,10.7,75.5,0.0355,72.4,5.2,2.85
Tablet Coating Room,Pharmaceutical,48.4,6.7,75.9,0.0288,74.3,5.7,2.92
Tablet Coating Room,Pharmaceutical,50.4,7.7,77.1,0.0325,71.9,5.5,3.0
Tablet Coating Room,Pharmaceutical,49.0,6.3,73.0,0.038,71.9,10.2,3.07
Tablet Coating Room,Pharmaceutical,49.4,5.5,75.8,0.0273,72.3,7.6,3.15
Tablet Coating Room,Pharmaceutical,49.1,2.1,73.9,0.0254,71.7,6.8,3.22
Tablet Coating Room,Pharmaceutical,50.8,7.2,74.2,0.0378,69.9,7.2,3.3
Tablet Coating Room,Pharmaceutical,51.0,7.7,77.3,0.0268,73.1,6.4,3.38
Tablet Coating Room,Pharmaceutical,48.7,7.1,73.3,0.0344,71.4,8.9,3.45
Tablet Coating Room,Pharmaceutical,50.9,5.5,74.4,0.0375,70.2,6.8,3.53
Tablet Coating Room,Pharmaceutical,46.2,9.3,75.4,0.0397,74.5,9.9,3.6
Tablet Coating Room,Pharmaceutical,48.3,6.8,75.8,0.0344,77.3,5.0,3.68
Tablet Coating Room,Pharmaceutical,49.2,9.3,74.7,0.0324,73.1,9.4,3.75
Tablet Coating Room,Pharmaceutical,50.7,6.8,74.3,0.0391,74.0,8.7,3.82
Tablet Coating Room,Pharmaceutical,48.8,11.1,77.9,0.0229,71.2,7.7,3.9
Tablet Coating Room,Pharmaceutical,47.7,8.9,75.4,0.0387,71.7,8.6,3.97
Tablet Coating Room,Pharmaceutical,47.6,10.4,75.2,0.0292,74.7,5.3,4.05
Tablet Coating Room,Pharmaceutical,47.9,9.2,75.3,0.0338,73.7,6.8,4.12
Tablet Coating Room,Pharmaceutical,46.7,12.1,73.9,0.0293,73.4,9.4,4.2
Tablet Coating Room,Pharmaceutical,46.6,11.4,75.7,0.0332,70.1,5.7,4.28
Tablet Coating Room,Pharmaceutical,47.4,5.8,75.3,0.0367,74.6,8.0,4.35
Tablet Coating Room,Pharmaceutical,47.5,8.1,76.4,0.0367,70.8,6.9,4.43
Tablet Coating Room,Pharmaceutical,46.5,15.1,74.2,0.0286,67.7,5.2,4.5
Tablet Coating Room,Pharmaceutical,47.0,12.2,74.2,0.0318,71.5,10.6,4.57
Tablet Coating Room,Pharmaceutical,46.7,14.8,74.3,0.0347,71.4,8.1,4.65
Tablet Coating Room,Pharmaceutical,44.6,17.9,73.7,0.0321,70.5,11.2,4.72
Tablet Coating Room,Pharmaceutical,45.9,14.6,72.0,0.0312,69.9,8.2,4.8
Tablet Coating Room,Pharmaceutical,43.8,16.0,73.1,0.0317,72.1,13.7,4.88
Tablet Coating Room,Pharmaceutical,43.4,17.7,72.2,0.0304,70.1,12.3,4.95
Tablet Coating Room,Pharmaceutical,42.0,15.8,76.2,0.0373,72.3,14.0,5.03
Tablet Coating Room,Pharmaceutical,42.9,19.1,71.5,0.0336,72.1,11.2,5.1
Tablet Coating Room,Pharmaceutical,41.4,21.3,74.3,0.0289,69.6,12.8,5.18
Tablet Coating Room,Pharmaceutical,42.0,19.4,71.9,0.0301,69.9,10.3,5.25
Tablet Coating Room,Pharmaceutical,42.5,18.9,72.2,0.0387,72.2,8.7,5.32
Tablet Coating Room,Pharmaceutical,38.9,19.2,71.4,0.0276,73.0,10.3,5.4
Tablet Coating Room,Pharmaceutical,41.1,21.4,71.4,0.0315,74.4,14.0,5.47
Tablet Coating Room,Pharmaceutical,41.8,23.2,73.6,0.022,72.8,11.2,5.55
Tablet Coating Room,Pharmaceutical,39.8,20.2,73.2,0.0208,69.4,14.2,5.62
Tablet Coating Room,Pharmaceutical,37.7,19.3,73.3,0.0339,70.3,13.9,5.7
Tablet Coating Room,Pharmaceutical,37.8,19.5,70.3,0.0282,71.5,8.3,5.78
Tablet Coating Room,Pharmaceutical,40.1,18.7,71.1,0.031,70.8,11.8,5.85
